Country Name insrael,Country ISO3,Year,Indicator Name,Indicator Code,Value finaly israel,id Palestine numbers,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_start_date,event_end_date
Israel,ISR,1961,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"ICT service exports (% of service exports, BoP)",BX.GSR.CCIS.ZS,165.289.256.198.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,214.876.033.057.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,361000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Insurance and financial services (% of service exports, BoP)",BX.GSR.INSF.ZS,165.289.256.198.347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Goods exports (BoP, current US$)",BX.GSR.MRCH.CD,240000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,121000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,380000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Transport services (% of service exports, BoP)",BX.GSR.TRAN.ZS,520.661.157.024.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Travel services (% of service exports, BoP)",BX.GSR.TRVL.ZS,247.933.884.297.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,87000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,223.738.580.293.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Insurance and financial services (% of commercial service imports),TM.VAL.INSF.ZS.WT,110.236.220.472.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,122.313.471.955.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,580000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,832.605.276.952.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,529.442.600.034.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,139.786.825.091.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,127.555.477.896.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,471.780.534.684.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,122.313.471.955.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,349.467.062.729.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,325.004.368.338.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,114.450.463.043.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,572300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,15.748.031.496.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,127000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,590.551.181.102.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Travel services (% of commercial service imports),TM.VAL.TRVL.ZS.WT,141.732.283.464.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,176.991.150.442.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
